protocol,diagnostic,method,tau,class_name,value
S,perclass_lnmr,baseline,0.3,nv,0.3967636087787847
S,perclass_lnmr,baseline,0.3,bkl,0.3762231110510078
S,perclass_lnmr,baseline,0.3,mel,0.3659001071587247
S,perclass_lnmr,baseline,0.3,bcc,0.42655552977817174
S,perclass_lnmr,baseline,0.3,akiec,0.267207091117054
S,perclass_lnmr,baseline,0.3,vasc,0.36840363563497747
S,perclass_lnmr,baseline,0.3,df,0.25962421204526465
S,perclass_lnmr,SCE,0.3,nv,0.4565369607649443
S,perclass_lnmr,SCE,0.3,bkl,0.46268767797631327
S,perclass_lnmr,SCE,0.3,mel,0.4360484254370296
S,perclass_lnmr,SCE,0.3,bcc,0.4606405681578619
S,perclass_lnmr,SCE,0.3,akiec,0.4149865221598009
S,perclass_lnmr,SCE,0.3,vasc,0.3868770808009393
S,perclass_lnmr,SCE,0.3,df,0.34037890179995445
S,perclass_lnmr,ELR,0.3,nv,0.3624484442111454
S,perclass_lnmr,ELR,0.3,bkl,0.38361931015925677
S,perclass_lnmr,ELR,0.3,mel,0.3566859985892429
S,perclass_lnmr,ELR,0.3,bcc,0.4213112124503013
S,perclass_lnmr,ELR,0.3,akiec,0.2725380337769649
S,perclass_lnmr,ELR,0.3,vasc,0.3477373325551017
S,perclass_lnmr,ELR,0.3,df,0.2501489329384066
S,perclass_lnmr,AsyCo,0.3,nv,0.23834363822240862
S,perclass_lnmr,AsyCo,0.3,bkl,0.2793431202161339
S,perclass_lnmr,AsyCo,0.3,mel,0.16486790127116455
S,perclass_lnmr,AsyCo,0.3,bcc,0.23166121266861134
S,perclass_lnmr,AsyCo,0.3,akiec,0.07507704033526424
S,perclass_lnmr,AsyCo,0.3,vasc,0.03992555443776428
S,perclass_lnmr,AsyCo,0.3,df,0.14395450748082328
S,perclass_lnmr,baseline,0.4,nv,0.3612609906540182
S,perclass_lnmr,baseline,0.4,bkl,0.3538344263321187
S,perclass_lnmr,baseline,0.4,mel,0.38648152099816835
S,perclass_lnmr,baseline,0.4,bcc,0.3750094637438667
S,perclass_lnmr,baseline,0.4,akiec,0.24342233658129864
S,perclass_lnmr,baseline,0.4,vasc,0.3253847472966721
S,perclass_lnmr,baseline,0.4,df,0.33252040092479695
S,perclass_lnmr,SCE,0.4,nv,0.4953052608115889
S,perclass_lnmr,SCE,0.4,bkl,0.4274388977081583
S,perclass_lnmr,SCE,0.4,mel,0.4538078370226925
S,perclass_lnmr,SCE,0.4,bcc,0.4013177154219581
S,perclass_lnmr,SCE,0.4,akiec,0.35538482031173974
S,perclass_lnmr,SCE,0.4,vasc,0.35520038638892054
S,perclass_lnmr,SCE,0.4,df,0.3729490665203146
S,perclass_lnmr,ELR,0.4,nv,0.3243290761748554
S,perclass_lnmr,ELR,0.4,bkl,0.3708389317335531
S,perclass_lnmr,ELR,0.4,mel,0.3550481013794359
S,perclass_lnmr,ELR,0.4,bcc,0.37970330805692126
S,perclass_lnmr,ELR,0.4,akiec,0.23887074608208528
S,perclass_lnmr,ELR,0.4,vasc,0.34134651150563394
S,perclass_lnmr,ELR,0.4,df,0.3182812951192767
S,perclass_lnmr,AsyCo,0.4,nv,0.23222069993681962
S,perclass_lnmr,AsyCo,0.4,bkl,0.2716715985686886
S,perclass_lnmr,AsyCo,0.4,mel,0.16641960006477197
S,perclass_lnmr,AsyCo,0.4,bcc,0.2081329462026174
S,perclass_lnmr,AsyCo,0.4,akiec,0.10126574509213015
S,perclass_lnmr,AsyCo,0.4,vasc,0.04864242777603511
S,perclass_lnmr,AsyCo,0.4,df,0.23368039794006035
S,perclass_lnmr,baseline,0.5,nv,0.3109719147693589
S,perclass_lnmr,baseline,0.5,bkl,0.34066717015493453
S,perclass_lnmr,baseline,0.5,mel,0.36863525785495016
S,perclass_lnmr,baseline,0.5,bcc,0.3499973423838696
S,perclass_lnmr,baseline,0.5,akiec,0.21345881027357425
S,perclass_lnmr,baseline,0.5,vasc,0.3138774806402247
S,perclass_lnmr,baseline,0.5,df,0.2924084406815211
S,perclass_lnmr,SCE,0.5,nv,0.5060740706882129
S,perclass_lnmr,SCE,0.5,bkl,0.4031227167755512
S,perclass_lnmr,SCE,0.5,mel,0.4378770550515275
S,perclass_lnmr,SCE,0.5,bcc,0.3774632899362245
S,perclass_lnmr,SCE,0.5,akiec,0.31576060838747827
S,perclass_lnmr,SCE,0.5,vasc,0.33574745463785827
S,perclass_lnmr,SCE,0.5,df,0.3167728166443374
S,perclass_lnmr,ELR,0.5,nv,0.2825075739171305
S,perclass_lnmr,ELR,0.5,bkl,0.3363633770293527
S,perclass_lnmr,ELR,0.5,mel,0.3435644323575665
S,perclass_lnmr,ELR,0.5,bcc,0.3533997216542314
S,perclass_lnmr,ELR,0.5,akiec,0.21492208923087924
S,perclass_lnmr,ELR,0.5,vasc,0.3276055492619104
S,perclass_lnmr,ELR,0.5,df,0.3067597991110717
S,perclass_lnmr,AsyCo,0.5,nv,0.2171733008194429
S,perclass_lnmr,AsyCo,0.5,bkl,0.25467638470917386
S,perclass_lnmr,AsyCo,0.5,mel,0.15524456297344744
S,perclass_lnmr,AsyCo,0.5,bcc,0.1978366850394707
S,perclass_lnmr,AsyCo,0.5,akiec,0.09713236410848182
S,perclass_lnmr,AsyCo,0.5,vasc,0.0689693738458284
S,perclass_lnmr,AsyCo,0.5,df,0.2098009771449909
SP,perclass_f1,baseline,0.0,nv,0.7623853610452878
SP,perclass_f1,baseline,0.0,bkl,0.5585845244918742
SP,perclass_f1,baseline,0.0,mel,0.395214267110199
SP,perclass_f1,baseline,0.0,bcc,0.641457793782299
SP,perclass_f1,baseline,0.0,akiec,0.4599703597850608
SP,perclass_f1,baseline,0.0,vasc,0.6565164352642815
SP,perclass_f1,baseline,0.0,df,0.3660954429202511
SP,perclass_f1,SCE,0.0,nv,0.9148619299595137
SP,perclass_f1,SCE,0.0,bkl,0.7185246459449286
SP,perclass_f1,SCE,0.0,mel,0.5400252432041789
SP,perclass_f1,SCE,0.0,bcc,0.7778584684071495
SP,perclass_f1,SCE,0.0,akiec,0.590806390006554
SP,perclass_f1,SCE,0.0,vasc,0.8289711170509394
SP,perclass_f1,SCE,0.0,df,0.6460133725923201
SP,perclass_f1,ELR,0.0,nv,0.00036900369003690036
SP,perclass_f1,ELR,0.0,bkl,0.625604240995631
SP,perclass_f1,ELR,0.0,mel,0.35928519324705427
SP,perclass_f1,ELR,0.0,bcc,0.6908203971967576
SP,perclass_f1,ELR,0.0,akiec,0.5410907528608624
SP,perclass_f1,ELR,0.0,vasc,0.7659459273041617
SP,perclass_f1,ELR,0.0,df,0.030491388865933593
SP,perclass_f1,AsyCo,0.0,nv,0.7565798015365375
SP,perclass_f1,AsyCo,0.0,bkl,0.4347752235347736
SP,perclass_f1,AsyCo,0.0,mel,0.3793012757681648
SP,perclass_f1,AsyCo,0.0,bcc,0.5884313808109427
SP,perclass_f1,AsyCo,0.0,akiec,0.44399602621951917
SP,perclass_f1,AsyCo,0.0,vasc,0.3138354888721409
SP,perclass_f1,AsyCo,0.0,df,0.12650012585295375
SP,perclass_f1,baseline,0.1,nv,0.08500696388914233
SP,perclass_f1,baseline,0.1,bkl,0.39876256077988986
SP,perclass_f1,baseline,0.1,mel,0.22331627294968337
SP,perclass_f1,baseline,0.1,bcc,0.47453128807291545
SP,perclass_f1,baseline,0.1,akiec,0.4008940948544947
SP,perclass_f1,baseline,0.1,vasc,0.23640949888749407
SP,perclass_f1,baseline,0.1,df,0.18959081714395562
SP,perclass_f1,SCE,0.1,nv,0.8534622318628221
SP,perclass_f1,SCE,0.1,bkl,0.6190559221271786
SP,perclass_f1,SCE,0.1,mel,0.44405283188648764
SP,perclass_f1,SCE,0.1,bcc,0.6762594791314772
SP,perclass_f1,SCE,0.1,akiec,0.5099456802060249
SP,perclass_f1,SCE,0.1,vasc,0.602211015951534
SP,perclass_f1,SCE,0.1,df,0.42190083074464413
SP,perclass_f1,ELR,0.1,nv,0.0007393715341959334
SP,perclass_f1,ELR,0.1,bkl,0.4990838744903404
SP,perclass_f1,ELR,0.1,mel,0.22724230185920719
SP,perclass_f1,ELR,0.1,bcc,0.5009850119094706
SP,perclass_f1,ELR,0.1,akiec,0.3874809961480322
SP,perclass_f1,ELR,0.1,vasc,0.16210720455911548
SP,perclass_f1,ELR,0.1,df,0.14590097830136
SP,perclass_f1,AsyCo,0.1,nv,0.14983536782515333
SP,perclass_f1,AsyCo,0.1,bkl,0.348955053864915
SP,perclass_f1,AsyCo,0.1,mel,0.26943952853275943
SP,perclass_f1,AsyCo,0.1,bcc,0.5112968396767925
SP,perclass_f1,AsyCo,0.1,akiec,0.3434743016437129
SP,perclass_f1,AsyCo,0.1,vasc,0.09013518490096094
SP,perclass_f1,AsyCo,0.1,df,0.07580691428279798
SP,perclass_f1,baseline,0.2,nv,0.047149093729576416
SP,perclass_f1,baseline,0.2,bkl,0.35356965365437604
SP,perclass_f1,baseline,0.2,mel,0.21217158611439868
SP,perclass_f1,baseline,0.2,bcc,0.4753499330593024
SP,perclass_f1,baseline,0.2,akiec,0.3799416715807666
SP,perclass_f1,baseline,0.2,vasc,0.24429952071780306
SP,perclass_f1,baseline,0.2,df,0.1647915927313371
SP,perclass_f1,SCE,0.2,nv,0.7740898815586186
SP,perclass_f1,SCE,0.2,bkl,0.5676467594662394
SP,perclass_f1,SCE,0.2,mel,0.3716922108812753
SP,perclass_f1,SCE,0.2,bcc,0.6027604802563146
SP,perclass_f1,SCE,0.2,akiec,0.5015753982019042
SP,perclass_f1,SCE,0.2,vasc,0.48022902202058954
SP,perclass_f1,SCE,0.2,df,0.3155333201793157
SP,perclass_f1,ELR,0.2,nv,0.002580992160346946
SP,perclass_f1,ELR,0.2,bkl,0.4439807628235612
SP,perclass_f1,ELR,0.2,mel,0.22183505456244026
SP,perclass_f1,ELR,0.2,bcc,0.46107165046265175
SP,perclass_f1,ELR,0.2,akiec,0.36551889864554526
SP,perclass_f1,ELR,0.2,vasc,0.16149457374326165
SP,perclass_f1,ELR,0.2,df,0.13655111029099384
SP,perclass_f1,AsyCo,0.2,nv,0.0621608609254235
SP,perclass_f1,AsyCo,0.2,bkl,0.3134456854160517
SP,perclass_f1,AsyCo,0.2,mel,0.22688239401635593
SP,perclass_f1,AsyCo,0.2,bcc,0.48892323235477964
SP,perclass_f1,AsyCo,0.2,akiec,0.30578871493203696
SP,perclass_f1,AsyCo,0.2,vasc,0.1004638726905808
SP,perclass_f1,AsyCo,0.2,df,0.0721065415060102
SP,perclass_f1,baseline,0.3,nv,0.047451893277609895
SP,perclass_f1,baseline,0.3,bkl,0.3405700503474134
SP,perclass_f1,baseline,0.3,mel,0.19571520939646408
SP,perclass_f1,baseline,0.3,bcc,0.40901193620360815
SP,perclass_f1,baseline,0.3,akiec,0.35580744637561135
SP,perclass_f1,baseline,0.3,vasc,0.1860712167397945
SP,perclass_f1,baseline,0.3,df,0.1502140177731514
SP,perclass_f1,SCE,0.3,nv,0.6830921248182973
SP,perclass_f1,SCE,0.3,bkl,0.49165982256873697
SP,perclass_f1,SCE,0.3,mel,0.3078498243988643
SP,perclass_f1,SCE,0.3,bcc,0.5163746685797393
SP,perclass_f1,SCE,0.3,akiec,0.4286251990544313
SP,perclass_f1,SCE,0.3,vasc,0.3556253270538985
SP,perclass_f1,SCE,0.3,df,0.25375361208244224
SP,perclass_f1,ELR,0.3,nv,0.0003696857670979667
SP,perclass_f1,ELR,0.3,bkl,0.3837097226374827
SP,perclass_f1,ELR,0.3,mel,0.20522288611575737
SP,perclass_f1,ELR,0.3,bcc,0.409904224814955
SP,perclass_f1,ELR,0.3,akiec,0.33548735209305625
SP,perclass_f1,ELR,0.3,vasc,0.1379137755011341
SP,perclass_f1,ELR,0.3,df,0.14526610834458464
SP,perclass_f1,AsyCo,0.3,nv,0.039427500950289615
SP,perclass_f1,AsyCo,0.3,bkl,0.22559435908319578
SP,perclass_f1,AsyCo,0.3,mel,0.20825227260406226
SP,perclass_f1,AsyCo,0.3,bcc,0.43610906266834515
SP,perclass_f1,AsyCo,0.3,akiec,0.2954698946876623
SP,perclass_f1,AsyCo,0.3,vasc,0.06655637250761257
SP,perclass_f1,AsyCo,0.3,df,0.06570465145186302
SP,perclass_f1,baseline,0.4,nv,0.04067490457295233
SP,perclass_f1,baseline,0.4,bkl,0.31919671144019557
SP,perclass_f1,baseline,0.4,mel,0.17494069188347344
SP,perclass_f1,baseline,0.4,bcc,0.3899615744250392
SP,perclass_f1,baseline,0.4,akiec,0.30060187851363884
SP,perclass_f1,baseline,0.4,vasc,0.1784352495257867
SP,perclass_f1,baseline,0.4,df,0.12016327800436963
SP,perclass_f1,SCE,0.4,nv,0.5602895774020353
SP,perclass_f1,SCE,0.4,bkl,0.4273684544420277
SP,perclass_f1,SCE,0.4,mel,0.26300073785025596
SP,perclass_f1,SCE,0.4,bcc,0.5000225146615724
SP,perclass_f1,SCE,0.4,akiec,0.41496685811722955
SP,perclass_f1,SCE,0.4,vasc,0.3057009077494621
SP,perclass_f1,SCE,0.4,df,0.19208707768447006
SP,perclass_f1,ELR,0.4,nv,0.0
SP,perclass_f1,ELR,0.4,bkl,0.33764979175104004
SP,perclass_f1,ELR,0.4,mel,0.16549475444539202
SP,perclass_f1,ELR,0.4,bcc,0.3704859637749089
SP,perclass_f1,ELR,0.4,akiec,0.2751977243711782
SP,perclass_f1,ELR,0.4,vasc,0.11899268161259144
SP,perclass_f1,ELR,0.4,df,0.10629725053899093
SP,perclass_f1,AsyCo,0.4,nv,0.09703265151699976
SP,perclass_f1,AsyCo,0.4,bkl,0.27371128420209334
SP,perclass_f1,AsyCo,0.4,mel,0.21233180621320108
SP,perclass_f1,AsyCo,0.4,bcc,0.4800340854476942
SP,perclass_f1,AsyCo,0.4,akiec,0.3079042504880193
SP,perclass_f1,AsyCo,0.4,vasc,0.08121485351773958
SP,perclass_f1,AsyCo,0.4,df,0.07788182016986457
SP,perclass_f1,baseline,0.5,nv,0.09153036182690982
SP,perclass_f1,baseline,0.5,bkl,0.28208067737895315
SP,perclass_f1,baseline,0.5,mel,0.16723003536471734
SP,perclass_f1,baseline,0.5,bcc,0.3672584283947836
SP,perclass_f1,baseline,0.5,akiec,0.30087362143115004
SP,perclass_f1,baseline,0.5,vasc,0.16360250378292757
SP,perclass_f1,baseline,0.5,df,0.1055882121965775
SP,perclass_f1,SCE,0.5,nv,0.478065873162242
SP,perclass_f1,SCE,0.5,bkl,0.38586926611735906
SP,perclass_f1,SCE,0.5,mel,0.2242012052972015
SP,perclass_f1,SCE,0.5,bcc,0.448719952372408
SP,perclass_f1,SCE,0.5,akiec,0.37985537193406416
SP,perclass_f1,SCE,0.5,vasc,0.22541941718348593
SP,perclass_f1,SCE,0.5,df,0.12993526716653686
SP,perclass_f1,ELR,0.5,nv,0.003321043259349577
SP,perclass_f1,ELR,0.5,bkl,0.3070973005511085
SP,perclass_f1,ELR,0.5,mel,0.15384929926717247
SP,perclass_f1,ELR,0.5,bcc,0.36387008669070064
SP,perclass_f1,ELR,0.5,akiec,0.27593355340684134
SP,perclass_f1,ELR,0.5,vasc,0.12036742247865669
SP,perclass_f1,ELR,0.5,df,0.09442944954261182
SP,perclass_f1,AsyCo,0.5,nv,0.049917472808501104
SP,perclass_f1,AsyCo,0.5,bkl,0.19508263904858605
SP,perclass_f1,AsyCo,0.5,mel,0.170736796259584
SP,perclass_f1,AsyCo,0.5,bcc,0.408325107075085
SP,perclass_f1,AsyCo,0.5,akiec,0.27349321660668685
SP,perclass_f1,AsyCo,0.5,vasc,0.07499031745954958
SP,perclass_f1,AsyCo,0.5,df,0.07334404165018914
SP,perclass_nta,baseline,0.1,nv,0.020610795352094476
SP,perclass_nta,baseline,0.1,bkl,0.3634016107560531
SP,perclass_nta,baseline,0.1,mel,0.43302838642090835
SP,perclass_nta,baseline,0.1,bcc,0.30296799319552653
SP,perclass_nta,baseline,0.1,akiec,0.37121015832062776
SP,perclass_nta,baseline,0.1,vasc,0.2959528053645701
SP,perclass_nta,baseline,0.1,df,0.29833333333333334
SP,perclass_nta,SCE,0.1,nv,0.4316889314402175
SP,perclass_nta,SCE,0.1,bkl,0.2931963063942682
SP,perclass_nta,SCE,0.1,mel,0.3451373236412334
SP,perclass_nta,SCE,0.1,bcc,0.32399686137934663
SP,perclass_nta,SCE,0.1,akiec,0.3418087554429028
SP,perclass_nta,SCE,0.1,vasc,0.3300437144554792
SP,perclass_nta,SCE,0.1,df,0.4375
SP,perclass_nta,ELR,0.1,nv,0.00016
SP,perclass_nta,ELR,0.1,bkl,0.34002804506394335
SP,perclass_nta,ELR,0.1,mel,0.5371470220932562
SP,perclass_nta,ELR,0.1,bcc,0.3854599590160487
SP,perclass_nta,ELR,0.1,akiec,0.45476060154465403
SP,perclass_nta,ELR,0.1,vasc,0.34942746795687973
SP,perclass_nta,ELR,0.1,df,0.4180555555555555
SP,perclass_nta,AsyCo,0.1,nv,0.08484368009582721
SP,perclass_nta,AsyCo,0.1,bkl,0.29681134900393846
SP,perclass_nta,AsyCo,0.1,mel,0.3566522594486035
SP,perclass_nta,AsyCo,0.1,bcc,0.5241111611146446
SP,perclass_nta,AsyCo,0.1,akiec,0.6978501275756452
SP,perclass_nta,AsyCo,0.1,vasc,0.7560117986588575
SP,perclass_nta,AsyCo,0.1,df,0.8044444444444444
SP,perclass_nta,baseline,0.2,nv,0.00821218162595437
SP,perclass_nta,baseline,0.2,bkl,0.4234397581402602
SP,perclass_nta,baseline,0.2,mel,0.3979705764528056
SP,perclass_nta,baseline,0.2,bcc,0.293526892328813
SP,perclass_nta,baseline,0.2,akiec,0.3279939634548107
SP,perclass_nta,baseline,0.2,vasc,0.34214712384503065
SP,perclass_nta,baseline,0.2,df,0.3315603514132926
SP,perclass_nta,SCE,0.2,nv,0.3206713974894508
SP,perclass_nta,SCE,0.2,bkl,0.3313189712938637
SP,perclass_nta,SCE,0.2,mel,0.31648226423382236
SP,perclass_nta,SCE,0.2,bcc,0.3123964848673112
SP,perclass_nta,SCE,0.2,akiec,0.2708373971031224
SP,perclass_nta,SCE,0.2,vasc,0.37756960311341786
SP,perclass_nta,SCE,0.2,df,0.29190699006875476
SP,perclass_nta,ELR,0.2,nv,0.00019831437695659696
SP,perclass_nta,ELR,0.2,bkl,0.40807147618840584
SP,perclass_nta,ELR,0.2,mel,0.4854814363221343
SP,perclass_nta,ELR,0.2,bcc,0.3809379017772199
SP,perclass_nta,ELR,0.2,akiec,0.3909012294301127
SP,perclass_nta,ELR,0.2,vasc,0.39482970412351887
SP,perclass_nta,ELR,0.2,df,0.3479087089381207
SP,perclass_nta,AsyCo,0.2,nv,0.03262466920693514
SP,perclass_nta,AsyCo,0.2,bkl,0.2705270405772558
SP,perclass_nta,AsyCo,0.2,mel,0.4099618084454627
SP,perclass_nta,AsyCo,0.2,bcc,0.5566112571026413
SP,perclass_nta,AsyCo,0.2,akiec,0.6461313559978514
SP,perclass_nta,AsyCo,0.2,vasc,0.8104150311743863
SP,perclass_nta,AsyCo,0.2,df,0.8270769671504965
SP,perclass_nta,baseline,0.3,nv,0.011806366113221858
SP,perclass_nta,baseline,0.3,bkl,0.42413655783208987
SP,perclass_nta,baseline,0.3,mel,0.35380406832060024
SP,perclass_nta,baseline,0.3,bcc,0.29394946552230095
SP,perclass_nta,baseline,0.3,akiec,0.3550719596366334
SP,perclass_nta,baseline,0.3,vasc,0.3661435336324286
SP,perclass_nta,baseline,0.3,df,0.3112676387939546
SP,perclass_nta,SCE,0.3,nv,0.25409297700119693
SP,perclass_nta,SCE,0.3,bkl,0.3282254462172306
SP,perclass_nta,SCE,0.3,mel,0.3177530785211788
SP,perclass_nta,SCE,0.3,bcc,0.27982888872107775
SP,perclass_nta,SCE,0.3,akiec,0.26941290283369
SP,perclass_nta,SCE,0.3,vasc,0.3743307215510742
SP,perclass_nta,SCE,0.3,df,0.29788038277511963
SP,perclass_nta,ELR,0.3,nv,0.0004814152093227383
SP,perclass_nta,ELR,0.3,bkl,0.39932674949491076
SP,perclass_nta,ELR,0.3,mel,0.37579391034917253
SP,perclass_nta,ELR,0.3,bcc,0.3421480153282775
SP,perclass_nta,ELR,0.3,akiec,0.4260648650128518
SP,perclass_nta,ELR,0.3,vasc,0.38228257545605454
SP,perclass_nta,ELR,0.3,df,0.39759482038429417
SP,perclass_nta,AsyCo,0.3,nv,0.020794579675014063
SP,perclass_nta,AsyCo,0.3,bkl,0.18094202821327066
SP,perclass_nta,AsyCo,0.3,mel,0.26739942199468636
SP,perclass_nta,AsyCo,0.3,bcc,0.5095967410246536
SP,perclass_nta,AsyCo,0.3,akiec,0.6913691769087591
SP,perclass_nta,AsyCo,0.3,vasc,0.8406760998774588
SP,perclass_nta,AsyCo,0.3,df,0.7611901724006988
SP,perclass_nta,baseline,0.4,nv,0.014709330321462388
SP,perclass_nta,baseline,0.4,bkl,0.4402145718315971
SP,perclass_nta,baseline,0.4,mel,0.3011295140834155
SP,perclass_nta,baseline,0.4,bcc,0.3061645083358461
SP,perclass_nta,baseline,0.4,akiec,0.38950704814757214
SP,perclass_nta,baseline,0.4,vasc,0.3600550979535714
SP,perclass_nta,baseline,0.4,df,0.3068929215594051
SP,perclass_nta,SCE,0.4,nv,0.1832035460758918
SP,perclass_nta,SCE,0.4,bkl,0.3496126024276926
SP,perclass_nta,SCE,0.4,mel,0.2773692334668166
SP,perclass_nta,SCE,0.4,bcc,0.3083236541791653
SP,perclass_nta,SCE,0.4,akiec,0.3099961267211363
SP,perclass_nta,SCE,0.4,vasc,0.3796978351943122
SP,perclass_nta,SCE,0.4,df,0.255147117537251
SP,perclass_nta,ELR,0.4,nv,0.00030858023941178497
SP,perclass_nta,ELR,0.4,bkl,0.3925945203101797
SP,perclass_nta,ELR,0.4,mel,0.2712140227497202
SP,perclass_nta,ELR,0.4,bcc,0.38133505810489676
SP,perclass_nta,ELR,0.4,akiec,0.48137459327505205
SP,perclass_nta,ELR,0.4,vasc,0.4274497424188361
